id,name,image_url
c1,Susan Collins,https://fairvotereform.github.io/rcv_viz/images/susan_collins.jpg
c2,Sara Gideon,https://fairvotereform.github.io/rcv_viz/images/sara_gideon.jpg
c3,Max Linn,https://fairvotereform.github.io/rcv_viz/images/max_linn.jpg
c4,Lisa Savage,https://fairvotereform.github.io/rcv_viz/images/lisa_savage.jpg
