id,name,image_url
c1,Joe Biden,https://fairvotereform.github.io/rcv_viz/images/TedCruz.png
c2,Rocky De La Fuente,https://fairvotereform.github.io/rcv_viz/images/TedCruz.png
c3,Howie Hawkins,https://fairvotereform.github.io/rcv_viz/images/TedCruz.png
c4,Jo Jorgensen,https://fairvotereform.github.io/rcv_viz/images/TedCruz.png
c5,Donald Trump,https://fairvotereform.github.io/rcv_viz/images/TedCruz.png
