id,name,image_url
c1,Adrienne Bennett,https://fairvotereform.github.io/rcv_viz/images/AdrienneBennett.jpg
c2,Eric Brakey,https://fairvotereform.github.io/rcv_viz/images/EricBrakey.jpg
c3,Dale Crafts,https://fairvotereform.github.io/rcv_viz/images/DaleCrafts.png
