ballotID,1,2,Age,Gender,Education,weight
207344XXXX,c1,c2,2,1,1,144.50718560156307
207240XXXX,c3,c4,2,1,1,134.14633249142028
207252XXXX,c3,,2,1,2,134.14633249142028
207514XXXX,c3,c1,1,1,3,134.14633249142028
207740XXXX,c3,,2,1,2,95.1762687606635
207576XXXX,c4,,2,1,3,0.582630106
207576XXXX,c4,,2,1,2,0.948418547
207554XXXX,c2,,2,2,3,92.33845925236682
207694XXXX,c3,c1,2,2,2,81.08895406876053
207521XXXX,c3,,1,2,3,113.86577022767615
207460XXXX,c1,,2,1,3,103.83816773640838
207554XXXX,c3,,2,1,1,134.14633249142028
207316XXXX,c4,,1,1,2,1.352768032
207522XXXX,c3,c2,2,2,2,81.08895406876053
207446XXXX,c4,,2,2,3,0.808040376
207491XXXX,c2,,2,2,2,82.90309113337113
207931XXXX,c3,c4,2,2,3,90.31785158709576
207351XXXX,c4,,2,2,3,0.808040376
207491XXXX,c3,,1,1,2,135.75379160574963
207320XXXX,c4,,2,1,3,0.948418547
207778XXXX,c4,,2,1,1,0.948418547
207664XXXX,c1,c2,2,2,3,124.22858242183463
207266XXXX,c3,c1,2,2,1,81.08895406876053
207735XXXX,c4,,2,2,2,0.900005082
207664XXXX,c3,c2,2,1,3,95.1762687606635
207460XXXX,c3,,2,1,1,132.4527872022443
207266XXXX,c3,,1,1,1,135.75379160574963
207313XXXX,c2,c3,1,1,3,138.79090051708891
207402XXXX,c4,,2,1,3,1.319873973
207877XXXX,c2,,1,2,2,112.23988827607546
207754XXXX,c3,c2,1,2,3,109.78378514812563
207592XXXX,c3,c1,2,2,2,113.86577022767615
207242XXXX,c3,,2,2,1,81.08895406876053
207692XXXX,c4,,1,2,1,0.625837025
207660XXXX,c4,,2,1,3,0.582630106
207314XXXX,c4,,2,1,1,1.319873973
207314XXXX,c4,,1,1,3,1.336749921
207890XXXX,c3,,2,2,3,113.86577022767615
207890XXXX,c4,,2,2,2,0.808040376
207766XXXX,c4,,2,2,1,0.808040376
207890XXXX,c4,,2,2,1,0.900005082
207357XXXX,c4,,2,2,2,0.808040376
207890XXXX,c1,,2,1,3,144.50718560156307
207212XXXX,c2,,2,1,1,97.30556983271394
207595XXXX,c4,,1,1,1,1.352768032
207364XXXX,c4,,2,1,3,1.319873973
207478XXXX,c2,,1,2,2,112.23988827607546
207951XXXX,c1,,2,2,3,98.53759077566413
207702XXXX,c1,,1,2,3,114.0558036956852
207745XXXX,c1,,2,2,3,124.22858242183463
207949XXXX,c1,,1,2,3,114.0558036956852
207299XXXX,c4,,1,2,2,1.093980457
207659XXXX,c4,,2,2,2,0.808040376
207907XXXX,c4,,2,2,1,0.900005082
207356XXXX,c4,,2,2,2,0.894520907
207745XXXX,c4,,2,2,2,0.900005082
207944XXXX,c1,,2,1,2,103.83816773640838
207922XXXX,c1,c2,2,1,2,103.83816773640838
207479XXXX,c1,c2,2,1,2,144.50718560156307
207270XXXX,c1,,2,1,2,63.7896030887188
207944XXXX,c2,,2,1,3,97.30556983271394
207944XXXX,c3,c1,2,1,3,132.4527872022443
207447XXXX,c4,,2,1,3,0.948418547
207280XXXX,c3,,2,2,2,81.08895406876053
207343XXXX,c3,,1,1,2,134.14633249142028
207876XXXX,c4,,2,1,1,0.948418547
207399XXXX,c1,c3,2,2,2,124.22858242183463
207240XXXX,c2,c4,2,2,3,82.90309113337113
207399XXXX,c3,,2,2,1,89.76750035727052
207841XXXX,c3,,2,2,2,89.76750035727052
207416XXXX,c2,,1,1,3,138.79090051708891
207858XXXX,c3,,2,1,1,132.4527872022443
207322XXXX,c4,,1,2,1,1.093980457
207323XXXX,c4,,2,1,2,0.582630106
207598XXXX,c1,,2,2,2,98.53759077566413
207356XXXX,c3,,1,2,3,109.78378514812563
207214XXXX,c3,,2,2,1,81.08895406876053
207214XXXX,c4,,1,2,2,1.041742569
207632XXXX,c4,,2,1,1,1.319873973
207862XXXX,c1,,1,1,3,146.35485878834112
207876XXXX,c1,,2,2,2,97.93715261959144
207667XXXX,c4,,2,2,2,0.808040376
207565XXXX,c3,,2,2,2,81.08895406876053
207379XXXX,c1,,2,2,3,88.46878033573347
207783XXXX,c3,,2,2,1,89.76750035727052
207353XXXX,c3,,2,2,1,89.76750035727052
207753XXXX,c3,,2,2,1,81.08895406876053
207246XXXX,c2,,2,2,2,82.90309113337113
207268XXXX,c3,,2,2,2,81.08895406876053
207327XXXX,c2,c3,2,2,3,92.33845925236682
207488XXXX,c2,c3,2,2,1,91.77579546313018
207564XXXX,c3,,2,2,3,81.08895406876053
207696XXXX,c4,,2,2,1,0.808040376
207743XXXX,c3,,2,2,2,89.76750035727052
207782XXXX,c1,,2,2,2,97.93715261959144
207868XXXX,c2,,2,2,2,91.77579546313018
207935XXXX,c2,,2,2,2,91.77579546313018
207943XXXX,c3,c1,2,2,2,89.76750035727052
207548XXXX,c4,,2,2,3,0.894520907
207327XXXX,c4,,1,2,3,1.134656882
207778XXXX,c3,,2,2,2,89.76750035727052
207827XXXX,c3,,2,2,2,90.31785158709576
207223XXXX,c3,,1,2,2,109.78378514812563
207288XXXX,c2,c3,1,2,3,112.23988827607546
207338XXXX,c1,,2,2,3,97.93715261959144
207353XXXX,c3,,2,2,2,89.76750035727052
207426XXXX,c1,,2,2,3,98.53759077566413
207427XXXX,c4,,2,2,2,0.894520907
207469XXXX,c4,,2,2,3,0.808040376
207684XXXX,c4,,2,2,1,0.894520907
207695XXXX,c1,,2,2,3,88.46878033573347
207825XXXX,c3,,2,2,3,89.76750035727052
207827XXXX,c4,,2,2,1,0.808040376
207843XXXX,c4,,2,2,3,0.894520907
207864XXXX,c3,c1,2,2,3,90.31785158709576
207925XXXX,c4,,2,2,1,0.894520907
207942XXXX,c2,,2,2,1,82.90309113337113
207942XXXX,c4,,2,2,3,0.808040376
207942XXXX,c4,,2,2,1,0.894520907
207942XXXX,c3,,2,2,2,90.31785158709576
207848XXXX,c3,c2,2,1,3,95.1762687606635
207455XXXX,c2,,2,1,1,97.30556983271394
207834XXXX,c3,c2,2,1,3,58.46844700803797
207935XXXX,c2,,2,1,1,59.77651390871053
207667XXXX,c3,c4,2,1,1,58.46844700803797
207453XXXX,c1,c2,2,1,1,63.7896030887188
207628XXXX,c2,,2,1,3,59.77651390871053
207668XXXX,c4,,1,1,3,1.703992006
207942XXXX,c3,,2,1,2,95.1762687606635
207375XXXX,c2,c3,2,1,1,135.41604543308569
207244XXXX,c3,,1,1,2,55.48077353304666
207945XXXX,c1,,1,1,3,146.35485878834112
207224XXXX,c3,,2,1,2,134.14633249142028
207235XXXX,c2,,2,1,3,59.77651390871053
207338XXXX,c3,,1,1,3,55.48077353304666
207769XXXX,c1,,2,1,1,63.7896030887188
207784XXXX,c3,c2,2,1,3,58.46844700803797
207827XXXX,c3,,2,1,1,95.1762687606635
207897XXXX,c3,,2,1,3,95.1762687606635
207924XXXX,c3,c1,2,1,1,95.1762687606635
207989XXXX,c3,,2,1,2,58.46844700803797
207278XXXX,c2,c1,2,1,3,59.77651390871053
207947XXXX,c3,,2,1,3,95.1762687606635
207743XXXX,c3,,2,1,1,132.4527872022443
207585XXXX,c2,,2,1,2,59.77651390871053
207225XXXX,c3,,1,1,3,135.75379160574963
207255XXXX,c4,,2,1,3,0.582630106
207293XXXX,c2,c4,2,1,3,97.30556983271394
207326XXXX,c4,,2,1,3,0.582630106
207326XXXX,c3,c1,2,1,2,58.46844700803797
207336XXXX,c3,,2,1,1,58.46844700803797
207353XXXX,c3,c4,2,1,2,58.46844700803797
207407XXXX,c4,,2,1,3,0.948418547
207454XXXX,c4,,2,1,2,0.582630106
207454XXXX,c3,c2,2,1,1,132.4527872022443
207474XXXX,c3,c4,2,1,2,132.4527872022443
207532XXXX,c3,,2,1,3,58.46844700803797
207562XXXX,c4,,2,1,3,0.948418547
207585XXXX,c3,,2,1,3,95.1762687606635
207732XXXX,c3,,2,1,2,58.46844700803797
207778XXXX,c4,,2,1,3,0.582630106
207778XXXX,c4,,2,1,3,0.582630106
207778XXXX,c4,,2,1,3,0.948418547
207782XXXX,c3,,2,1,3,58.46844700803797
207783XXXX,c4,,1,1,3,1.703992006
207843XXXX,c3,,2,1,2,95.1762687606635
207884XXXX,c4,,2,1,2,0.582630106
207924XXXX,c1,,2,1,2,103.83816773640838
207942XXXX,c4,,2,1,3,0.582630106
207947XXXX,c3,c2,2,1,1,58.46844700803797
207993XXXX,c4,,2,1,1,0.582630106
207896XXXX,c1,,2,1,3,63.7896030887188
421000XXXX,c2,,2,2,2,92.33845925236682
104100XXXX,c4,,2,2,2,1.134656882
105100XXXX,c2,c1,1,2,3,112.23988827607546
110100XXXX,c3,c2,2,2,2,81.08895406876053
105200XXXX,c2,c4,1,2,3,64.20944479909612
207272XXXX,c1,c3,1,2,2,119.77509987931384
207215XXXX,c3,,2,1,2,132.4527872022443
207713XXXX,c3,,2,1,3,58.46844700803797
207576XXXX,c3,c1,2,1,2,132.4527872022443
207768XXXX,c4,,2,2,3,0.900005082
207762XXXX,c4,,2,2,3,0.894520907
207491XXXX,c3,,2,1,3,132.4527872022443
207491XXXX,c4,,2,1,1,0.582630106
207266XXXX,c1,c3,1,1,3,146.35485878834112
207578XXXX,c3,,1,2,3,109.78378514812563
207590XXXX,c4,,2,2,3,0.900005082
207272XXXX,c1,,2,2,3,98.53759077566413
207852XXXX,c1,,2,2,2,88.46878033573347
207659XXXX,c4,,1,2,2,1.093980457
207561XXXX,c1,c3,2,1,1,63.7896030887188
207794XXXX,c1,,2,1,3,146.35485878834112
207561XXXX,c1,,1,1,2,148.10861118183834
207944XXXX,c2,,1,1,2,138.79090051708891
207944XXXX,c3,c1,2,1,3,58.46844700803797
207779XXXX,c1,c2,2,1,2,63.7896030887188
207280XXXX,c3,,2,1,2,132.4527872022443
207431XXXX,c2,,2,2,2,116.41319628012344
207314XXXX,c3,,2,2,1,89.76750035727052
207431XXXX,c1,,1,1,3,148.10861118183834
207205XXXX,c2,c3,2,1,2,97.30556983271394
207527XXXX,c3,c1,2,2,3,89.76750035727052
207643XXXX,c1,c4,2,2,2,88.46878033573347
207825XXXX,c3,,2,2,3,89.76750035727052
207683XXXX,c3,c1,1,2,3,109.78378514812563
207764XXXX,c3,,2,2,3,81.08895406876053
207584XXXX,c1,,1,2,3,124.22858242183463
207997XXXX,c1,,2,2,3,88.46878033573347
207375XXXX,c3,c2,2,2,3,90.31785158709576
207938XXXX,c3,,2,2,2,89.76750035727052
207368XXXX,c3,,2,2,2,81.08895406876053
207628XXXX,c3,,2,2,2,81.08895406876053
207794XXXX,c4,,2,1,3,1.336749921
207672XXXX,c3,c4,2,1,3,95.1762687606635
207454XXXX,c3,,2,1,1,95.1762687606635
207268XXXX,c1,c2,2,1,2,103.83816773640838
207942XXXX,c3,c2,2,1,3,132.4527872022443
207434XXXX,c1,c3,2,1,1,63.7896030887188
207667XXXX,c4,,2,1,3,0.948418547
207739XXXX,c1,c3,2,1,3,63.7896030887188
207342XXXX,c3,,2,1,3,58.46844700803797
207469XXXX,c3,c1,2,1,3,95.1762687606635
207567XXXX,c3,c2,2,1,3,95.1762687606635
207760XXXX,c1,,2,1,2,63.7896030887188
207963XXXX,c3,,2,1,2,58.46844700803797
207667XXXX,c2,c1,2,1,2,59.77651390871053
207935XXXX,c3,c1,2,1,2,58.46844700803797
207672XXXX,c1,,2,1,3,103.83816773640838
207525XXXX,c2,,1,1,2,137.14747903041626
207924XXXX,c3,,2,1,1,58.46844700803797
207524XXXX,c3,,1,1,1,135.75379160574963
207353XXXX,c4,,1,1,3,1.352768032
207227XXXX,c2,c3,1,2,1,106.88040065874031
207227XXXX,c2,c1,1,1,3,138.79090051708891
207491XXXX,c3,,1,2,3,113.86577022767615
207460XXXX,c4,,2,2,3,0.808040376
207794XXXX,c1,,2,2,1,88.46878033573347
207290XXXX,c1,c3,2,2,3,88.46878033573347
207290XXXX,c2,,2,2,3,92.33845925236682
207251XXXX,c3,,2,1,2,132.4527872022443
207557XXXX,c3,c1,2,1,3,95.1762687606635
207478XXXX,c3,c4,2,1,3,95.1762687606635
207255XXXX,c4,,2,2,3,0.894520907
207493XXXX,c3,,2,2,2,89.76750035727052
207338XXXX,c1,,2,2,2,88.46878033573347
207454XXXX,c1,,2,2,1,88.46878033573347
207225XXXX,c3,c1,2,2,2,81.08895406876053
207375XXXX,c3,,2,2,3,90.31785158709576
207379XXXX,c3,,2,2,3,90.31785158709576
207429XXXX,c3,c2,2,2,2,81.08895406876053
207948XXXX,c2,c3,1,2,3,112.23988827607546
207783XXXX,c3,,2,2,1,89.76750035727052
207394XXXX,c3,c4,2,2,3,90.31785158709576
207947XXXX,c4,,2,2,3,0.808040376
207546XXXX,c3,,2,2,2,89.76750035727052
207643XXXX,c3,,2,2,1,89.76750035727052
207587XXXX,c1,,2,1,3,103.83816773640838
207532XXXX,c1,c2,1,1,1,146.35485878834112
207734XXXX,c2,c3,2,1,3,59.77651390871053
207225XXXX,c4,,2,1,3,0.948418547
207843XXXX,c3,,2,1,1,95.1762687606635
207723XXXX,c2,,2,1,3,59.77651390871053
207848XXXX,c1,,2,1,1,103.83816773640838
207724XXXX,c2,,2,1,2,59.77651390871053
207783XXXX,c2,,2,1,1,135.41604543308569
207947XXXX,c2,,2,1,3,97.30556983271394
381000XXXX,c3,,2,1,2,132.4527872022443
741000XXXX,c2,,1,2,1,116.41319628012344
851000XXXX,c3,,2,2,2,90.31785158709576
122200XXXX,c3,c1,1,1,3,135.75379160574963
207754XXXX,c1,,2,1,3,103.83816773640838
207513XXXX,c2,c3,1,1,1,138.79090051708891
207240XXXX,c3,,1,1,2,134.14633249142028
207615XXXX,c3,,1,1,2,171.00003120149668
207227XXXX,c1,,2,2,2,98.53759077566413
207227XXXX,c1,,1,1,2,186.56257651246355
207551XXXX,c4,,2,1,2,0.948418547
207491XXXX,c3,,2,2,2,89.76750035727052
207479XXXX,c1,,2,2,2,98.53759077566413
207441XXXX,c1,c3,1,2,2,119.77509987931384
207333XXXX,c2,,2,1,1,137.14747903041626
207344XXXX,c1,,1,1,1,146.35485878834112
207890XXXX,c4,,2,1,3,1.319873973
207532XXXX,c1,,1,2,2,124.22858242183463
207974XXXX,c2,,2,2,3,116.41319628012344
207991XXXX,c1,,2,1,1,144.50718560156307
207266XXXX,c1,,2,1,3,63.7896030887188
207290XXXX,c1,,1,1,2,148.10861118183834
207907XXXX,c3,,2,1,1,58.46844700803797
207667XXXX,c3,c1,2,2,1,89.76750035727052
207454XXXX,c1,,2,2,1,88.46878033573347
207234XXXX,c1,,1,2,3,114.0558036956852
207364XXXX,c2,,1,2,3,116.41319628012344
207564XXXX,c1,c3,2,2,3,98.53759077566413
207474XXXX,c2,c3,2,2,2,92.33845925236682
207938XXXX,c1,,2,2,1,97.93715261959144
207989XXXX,c3,,2,2,2,89.76750035727052
207989XXXX,c3,c1,2,2,3,90.31785158709576
207862XXXX,c3,,2,2,1,89.76750035727052
207998XXXX,c3,,2,2,3,89.76750035727052
207722XXXX,c1,c2,1,2,3,124.22858242183463
207794XXXX,c1,c2,2,2,3,88.46878033573347
207853XXXX,c4,,1,2,3,1.093980457
207938XXXX,c3,c4,2,2,2,90.31785158709576
207941XXXX,c3,,2,2,2,81.08895406876053
207585XXXX,c3,c2,2,2,3,81.08895406876053
207884XXXX,c2,c1,2,2,2,91.77579546313018
207862XXXX,c3,,2,2,2,89.76750035727052
207353XXXX,c3,,2,2,1,81.08895406876053
207757XXXX,c1,,2,2,3,98.53759077566413
207868XXXX,c3,,2,2,2,81.08895406876053
207938XXXX,c2,,2,1,1,137.14747903041626
207989XXXX,c2,c4,2,1,3,59.77651390871053
207454XXXX,c1,c3,2,1,3,144.50718560156307
207605XXXX,c3,,2,1,2,132.4527872022443
207634XXXX,c1,c4,2,1,1,144.50718560156307
207259XXXX,c1,,2,1,2,103.83816773640838
207566XXXX,c3,,2,1,3,95.1762687606635
207989XXXX,c1,c3,2,1,2,63.7896030887188
207942XXXX,c1,c3,2,1,1,63.7896030887188
207862XXXX,c3,c2,2,1,2,132.4527872022443
207884XXXX,c3,c2,1,1,3,135.75379160574963
207876XXXX,c2,,2,1,3,97.30556983271394
207285XXXX,c3,c1,2,1,2,132.4527872022443
207948XXXX,c3,,2,1,3,58.46844700803797
207488XXXX,c1,,2,1,3,146.35485878834112
251000XXXX,c4,,2,1,2,0.948418547
671000XXXX,c4,,1,2,3,1.093980457
151100XXXX,c2,c1,2,2,3,92.33845925236682
156100XXXX,c3,c1,2,2,2,90.31785158709576
562000XXXX,c3,c4,2,2,2,90.31785158709576
602000XXXX,c4,,2,2,2,0.808040376
207227XXXX,c2,c3,1,2,2,112.23988827607546
207551XXXX,c3,,2,1,1,95.1762687606635
207664XXXX,c2,,2,2,2,116.41319628012344
207479XXXX,c2,c3,2,2,3,82.90309113337113
207266XXXX,c4,,2,2,2,0.900005082
207812XXXX,c1,c3,2,1,3,103.83816773640838
207399XXXX,c3,c1,1,2,3,104.54157717622961
207485XXXX,c1,,2,1,1,63.7896030887188
207852XXXX,c3,,2,1,2,58.46844700803797
207949XXXX,c4,,2,1,3,0.948418547
207649XXXX,c1,c3,2,1,2,144.50718560156307
207446XXXX,c2,c4,1,1,3,174.82567549811878
207217XXXX,c1,c4,2,2,2,124.22858242183463
207557XXXX,c1,,2,1,3,63.7896030887188
207483XXXX,c3,,2,2,3,90.31785158709576
207827XXXX,c3,c4,2,2,3,89.76750035727052
207407XXXX,c3,c2,2,2,1,81.08895406876053
207444XXXX,c2,,2,2,2,91.77579546313018
207757XXXX,c3,,1,2,2,109.78378514812563
207862XXXX,c1,,2,2,1,124.22858242183463
207568XXXX,c1,,2,2,2,88.46878033573347
207782XXXX,c2,,2,2,2,82.90309113337113
207746XXXX,c3,c1,2,2,2,89.76750035727052
207564XXXX,c3,,2,2,3,81.08895406876053
207938XXXX,c4,,2,2,1,0.894520907
207993XXXX,c1,,2,1,3,103.83816773640838
207277XXXX,c1,c3,2,1,1,63.7896030887188
207368XXXX,c3,,2,1,1,95.1762687606635
207843XXXX,c1,c2,2,1,2,144.50718560156307
207943XXXX,c4,,2,1,3,1.319873973
207543XXXX,c2,,2,1,2,59.77651390871053
207764XXXX,c3,,2,1,1,95.1762687606635
207268XXXX,c3,,2,1,3,58.46844700803797
207353XXXX,c2,c3,1,1,3,138.79090051708891
207667XXXX,c1,,2,1,3,63.7896030887188
207684XXXX,c2,,2,1,3,97.30556983271394
207947XXXX,c3,,2,1,3,95.1762687606635
207866XXXX,c3,,2,1,3,58.46844700803797
207685XXXX,c3,c2,2,1,3,58.46844700803797
207583XXXX,c1,,2,1,3,63.7896030887188
207539XXXX,c3,,2,1,3,95.1762687606635
207763XXXX,c3,c1,2,1,1,58.46844700803797
207938XXXX,c1,,2,1,1,103.83816773640838
207469XXXX,c1,,1,1,2,60.53002437779138
207645XXXX,c3,,2,1,1,58.46844700803797
801000XXXX,c1,,1,2,2,124.22858242183463
162100XXXX,c4,,1,2,1,1.093980457
207532XXXX,c2,,2,1,2,97.30556983271394
207551XXXX,c1,,1,2,2,119.77509987931384
207754XXXX,c1,,2,1,3,144.50718560156307
207939XXXX,c1,,2,1,1,103.83816773640838
207944XXXX,c3,c1,2,1,1,132.4527872022443
207659XXXX,c2,,1,2,2,112.23988827607546
207249XXXX,c1,,2,1,2,146.35485878834112
207745XXXX,c1,,2,1,3,103.83816773640838
207949XXXX,c1,c2,2,1,2,144.50718560156307
207745XXXX,c3,,2,1,1,95.1762687606635
207671XXXX,c3,,2,1,2,95.1762687606635
207858XXXX,c3,,2,2,2,90.31785158709576
207491XXXX,c1,c3,2,1,3,144.50718560156307
207649XXXX,c3,,1,1,1,134.14633249142028
207632XXXX,c3,,1,1,2,134.14633249142028
207778XXXX,c3,c2,2,2,1,81.08895406876053
207796XXXX,c3,,2,2,1,81.08895406876053
207862XXXX,c2,,2,2,3,91.77579546313018
207288XXXX,c2,c1,2,2,2,82.90309113337113
207375XXXX,c3,,2,2,2,89.76750035727052
207732XXXX,c4,,2,2,2,0.900005082
207732XXXX,c2,c3,2,2,3,92.33845925236682
207564XXXX,c1,,2,2,2,88.46878033573347
207223XXXX,c2,,2,1,3,97.30556983271394
207584XXXX,c3,,2,1,2,132.4527872022443
207645XXXX,c3,c2,2,1,2,95.1762687606635
207426XXXX,c4,,2,1,3,0.582630106
207938XXXX,c1,,2,1,3,63.7896030887188
207465XXXX,c1,c4,2,1,3,103.83816773640838
207225XXXX,c3,,2,1,1,95.1762687606635
207925XXXX,c3,c1,2,1,2,95.1762687606635
207998XXXX,c2,c3,2,1,3,97.30556983271394
207566XXXX,c3,,2,1,2,95.1762687606635
207695XXXX,c1,,2,1,1,146.35485878834112
207223XXXX,c1,,1,1,2,146.35485878834112
207422XXXX,c1,,1,1,3,60.53002437779138
211000XXXX,c2,c4,1,1,2,56.7219996506535
451000XXXX,c2,c1,1,1,3,137.14747903041626
171100XXXX,c1,c3,2,1,1,144.50718560156307
155200XXXX,c2,c4,2,1,1,97.30556983271394
207754XXXX,c1,c3,2,1,1,146.35485878834112
207212XXXX,c3,,2,1,2,95.1762687606635
207460XXXX,c3,,2,2,3,89.76750035727052
207460XXXX,c2,,2,1,3,135.41604543308569
207610XXXX,c3,c1,1,1,3,171.00003120149668
207460XXXX,c3,,2,1,3,95.1762687606635
207447XXXX,c1,,2,1,2,144.50718560156307
