ballotID,rank1,rank2,rank3,rank4,Gender,Age,Urbanicity,weight
178100XXXX,1,4,3,2,2,1,2,0.658539292
181100XXXX,1,3,6,,1,1,2,0.975544247
195100XXXX,5,6,,,2,2,2,1.464003629
194100XXXX,1,6,,,2,1,1,1.216138283
196100XXXX,5,6,,,1,1,1,0.911548544
200100XXXX,1,6,,,2,2,2,0.873082779
202100XXXX,1,6,,,2,1,2,0.760737848
203100XXXX,1,6,,,1,2,3,0.440152605
205100XXXX,1,6,,,1,2,2,1.504537537
206100XXXX,5,6,,,1,2,3,0.440152605
208100XXXX,1,6,,,2,2,3,0.388206469
209100XXXX,5,6,,,1,2,3,1.299533302
210100XXXX,4,1,6,,2,1,3,0.937109936
212100XXXX,1,3,6,,1,1,1,0.73464332
214100XXXX,1,4,3,2,2,1,2,1.097565487
215100XXXX,5,4,3,2,1,1,1,0.789114218
216100XXXX,1,6,,,1,1,1,0.442303146
218100XXXX,1,3,4,6,1,2,3,4.625775363
224100XXXX,5,6,,,1,2,1,0.514381922
226100XXXX,1,6,,,2,1,1,0.658539292
230100XXXX,1,6,,,1,2,1,1.211686063
231100XXXX,5,3,4,2,2,1,2,1.184722409
232100XXXX,1,6,,,2,2,2,0.524591059
233100XXXX,1,3,6,,2,1,3,0.658539292
235100XXXX,1,6,,,2,1,2,0.937109936
237100XXXX,1,5,6,,2,1,2,0.658539292
245100XXXX,1,3,2,4,2,2,2,0.873082779
244100XXXX,5,6,,,1,2,2,0.383476545
247100XXXX,5,2,3,6,2,1,3,0.780910713
249100XXXX,1,6,,,2,1,3,0.937109936
248100XXXX,5,6,,,1,1,3,1.228913876
250100XXXX,5,6,,,2,2,3,1.942536275
259100XXXX,1,6,,,2,1,2,1.097565487
262100XXXX,1,5,6,,1,1,3,1.444664692
263100XXXX,1,4,3,2,1,1,3,1.224405533
264100XXXX,5,6,,,2,2,3,0.873082779
265100XXXX,5,6,,,2,1,2,0.760737848
266100XXXX,5,6,,,2,2,2,0.535706802
267100XXXX,1,3,4,2,2,1,3,0.747894547
269100XXXX,1,5,6,,2,1,2,0.854417484
272100XXXX,1,6,,,2,1,1,0.658539292
276100XXXX,1,6,,,1,1,3,0.789114218
279100XXXX,1,3,4,2,2,1,1,0.937109936
282100XXXX,5,6,,,1,1,2,1.14408453
284100XXXX,1,6,,,2,1,3,0.780910713
283100XXXX,5,6,,,2,1,3,1.184722409
285100XXXX,1,3,4,2,1,1,1,0.73464332
289100XXXX,1,6,,,1,2,3,0.440152605
292100XXXX,5,4,3,2,2,1,3,1.336861503
293100XXXX,1,6,,,1,1,1,1.224405533
296100XXXX,1,3,6,,1,1,3,0.790616874
297100XXXX,5,2,3,4,2,2,1,0.760660651
303100XXXX,6,,,,1,2,3,2.775465218
310100XXXX,1,3,6,,2,2,2,2.078912965
311100XXXX,3,5,6,,2,2,2,0.819023009
312100XXXX,1,6,,,2,2,3,2.078912965
313100XXXX,1,6,,,1,2,3,1.211686063
320100XXXX,5,6,,,2,2,3,1.247347779
321100XXXX,5,6,,,1,2,1,0.626666362
323100XXXX,6,,,,2,1,3,0.854417484
326100XXXX,5,3,4,2,1,1,1,0.585326548
328100XXXX,1,6,,,2,2,2,1.247347779
331100XXXX,5,6,,,2,1,2,0.854417484
332100XXXX,5,6,,,2,2,1,0.488437918
336100XXXX,3,4,1,2,1,1,3,1.046271204
337100XXXX,1,6,,,2,2,2,0.873082779
338100XXXX,1,6,,,2,1,2,0.937109936
339100XXXX,5,6,,,1,2,1,0.448147756
341100XXXX,3,1,6,,2,1,2,0.760737848
345100XXXX,1,6,,,1,1,3,0.975544247
347100XXXX,5,6,,,1,1,2,0.73464332
348100XXXX,1,6,,,2,1,2,1.359818904
352100XXXX,1,6,,,2,2,2,1.247347779
353100XXXX,5,6,,,2,2,3,0.760660651
356100XXXX,1,3,4,2,2,2,2,0.814063197
357100XXXX,1,5,4,3,1,1,2,2.061724947
361100XXXX,1,3,4,2,1,2,2,0.440152605
362100XXXX,3,5,1,4,1,1,3,0.789114218
364100XXXX,1,6,,,1,2,2,1.044443936
369100XXXX,1,6,,,2,2,1,0.873082779
371100XXXX,5,1,3,2,1,2,1,2.775465218
376100XXXX,5,6,,,1,2,2,0.975928414
377100XXXX,1,3,4,2,2,1,3,1.097565487
378100XXXX,1,4,3,2,1,1,2,1.046271204
380100XXXX,5,6,,,2,1,2,1.177138985
381100XXXX,1,6,,,1,1,1,2.407774486
383100XXXX,5,4,3,1,1,1,3,1.444664692
384100XXXX,5,4,6,,2,1,3,0.747894547
386100XXXX,1,4,3,2,2,1,2,0.658539292
389100XXXX,1,6,,,1,1,2,0.585326548
395100XXXX,1,6,,,2,1,2,0.747894547
399100XXXX,1,5,4,2,2,1,2,0.937109936
400100XXXX,1,3,6,,2,1,3,1.336861503
401100XXXX,1,4,6,,1,1,2,0.442303146
403100XXXX,1,6,,,1,2,3,1.044443936
405100XXXX,5,6,,,1,1,1,0.911548544
404100XXXX,5,6,,,2,2,3,0.488437918
406100XXXX,1,4,3,2,2,2,1,0.488437918
457100XXXX,1,2,3,4,2,2,1,2.078912965
415100XXXX,5,6,,,1,1,2,0.789114218
416100XXXX,4,3,5,6,2,2,2,0.232923882
421100XXXX,1,3,4,2,2,1,3,0.780910713
424100XXXX,5,6,,,1,1,1,0.911548544
482100XXXX,5,6,,,2,1,3,1.025565191
426100XXXX,5,1,2,3,1,1,1,1.14408453
427100XXXX,5,6,,,1,1,1,1.444664692
428100XXXX,1,6,,,1,1,1,1.444664692
430100XXXX,1,5,6,,1,1,2,1.410541665
429100XXXX,6,,,,1,1,3,1.444664692
433100XXXX,1,4,3,2,2,2,2,0.814063197
434100XXXX,5,6,,,2,2,2,0.760660651
437100XXXX,1,6,,,2,2,3,2.078912965
440100XXXX,1,6,,,1,1,1,0.442303146
442100XXXX,4,6,,,2,1,3,1.359818904
443100XXXX,5,2,6,,2,2,3,1.365038349
445100XXXX,1,2,3,4,1,1,1,0.789114218
455100XXXX,1,3,4,2,2,1,2,1.267896414
456100XXXX,5,6,,,2,2,3,0.760660651
458100XXXX,1,4,6,,2,1,3,0.747894547
459100XXXX,5,3,4,6,2,1,1,0.780910713
460100XXXX,5,1,6,,1,2,2,0.975928414
465100XXXX,5,6,,,2,1,3,1.330612828
466100XXXX,1,6,,,2,1,3,1.359818904
467100XXXX,5,4,6,,2,2,3,0.83427406
472100XXXX,1,6,,,2,1,3,1.267896414
479100XXXX,5,6,,,1,1,2,1.444664692
480100XXXX,5,6,,,2,1,1,0.658539292
483100XXXX,5,4,6,,1,1,3,1.926475791
485100XXXX,5,6,,,1,2,2,1.299533302
486100XXXX,6,,,,2,2,3,0.873082779
487100XXXX,1,6,,,1,1,2,0.975544247
489100XXXX,1,6,,,1,2,2,4.961144077
492100XXXX,1,4,3,2,2,1,1,0.937109936
494100XXXX,5,2,4,1,1,1,2,0.789114218
499100XXXX,1,4,3,2,2,1,1,0.658539292
502100XXXX,1,6,,,2,2,3,0.524591059
506100XXXX,5,6,,,2,1,3,1.184722409
509100XXXX,1,4,3,2,1,1,2,1.237034968
515100XXXX,5,6,,,2,1,1,1.216138283
517100XXXX,1,3,6,,1,1,2,1.444664692
518100XXXX,5,2,3,1,1,1,1,1.14408453
523100XXXX,1,5,3,2,1,1,3,1.224405533
526100XXXX,1,6,,,2,2,2,0.416351438
528100XXXX,5,4,6,,2,1,3,0.854417484
533100XXXX,1,3,2,4,2,1,3,1.164721108
534100XXXX,1,6,,,1,1,2,0.73464332
537100XXXX,5,6,,,2,1,1,0.760737848
538100XXXX,5,1,3,2,2,1,1,1.216138283
541100XXXX,1,6,,,2,1,3,1.177138985
543100XXXX,1,3,4,2,2,1,2,1.097565487
545100XXXX,1,6,,,1,1,2,0.73717191
548100XXXX,5,6,,,2,1,3,1.45939254
549100XXXX,5,6,,,1,1,3,2.24982448
552100XXXX,1,4,2,3,1,1,1,0.73717191
555100XXXX,1,6,,,2,1,2,0.747894547
557100XXXX,1,6,,,1,1,3,0.73717191
560100XXXX,1,4,2,3,1,1,2,1.315190363
562100XXXX,1,6,,,2,2,3,0.814063197
569100XXXX,1,3,4,2,1,1,3,0.975544247
580100XXXX,1,4,2,3,2,1,2,1.301517855
581100XXXX,5,6,,,1,1,3,0.911548544
584100XXXX,1,6,,,2,1,1,0.658539292
586100XXXX,6,,,,1,1,1,0.789114218
587100XXXX,5,6,,,2,2,2,1.464003629
593100XXXX,1,6,,,1,1,1,2.061724947
595100XXXX,1,6,,,2,2,1,0.89284467
603100XXXX,5,3,4,1,2,1,2,0.747894547
604100XXXX,1,6,,,1,1,3,1.926475791
608100XXXX,1,6,,,1,1,2,0.585326548
613100XXXX,1,5,3,2,2,1,2,1.301517855
617100XXXX,5,6,,,2,2,3,0.535706802
620100XXXX,5,6,,,2,2,1,0.83427406
625100XXXX,4,1,5,2,1,1,2,0.688813433
630100XXXX,1,6,,,1,2,2,1.132199457
632100XXXX,1,6,,,1,1,2,0.442303146
634100XXXX,1,5,2,4,2,1,2,0.658539292
635100XXXX,6,,,,2,2,3,2.229634155
640100XXXX,1,4,3,2,2,1,3,0.780910713
641100XXXX,5,6,,,2,2,3,0.760660651
643100XXXX,1,6,,,2,1,2,0.658539292
646100XXXX,5,6,,,2,2,3,0.760660651
647100XXXX,1,3,4,2,1,1,2,0.442303146
652100XXXX,5,1,6,,1,2,3,1.120166121
661100XXXX,5,1,2,3,1,1,3,1.237034968
662100XXXX,5,6,,,2,2,2,0.814063197
664100XXXX,1,6,,,1,2,2,1.402832202
666100XXXX,1,6,,,1,1,1,0.790616874
667100XXXX,4,5,6,,2,1,3,1.45939254
668100XXXX,5,4,1,2,1,2,2,1.299533302
673100XXXX,5,1,2,3,1,1,2,1.237034968
676100XXXX,2,5,6,,1,1,3,1.926475791
677100XXXX,5,6,,,1,1,1,1.14408453
681100XXXX,5,6,,,2,2,3,0.83427406
682100XXXX,6,,,,2,1,2,1.184722409
690100XXXX,1,6,,,2,1,2,0.747894547
692100XXXX,1,6,,,2,1,3,1.359818904
693100XXXX,1,6,,,2,1,3,1.267896414
699100XXXX,1,6,,,2,1,2,1.267896414
700100XXXX,1,6,,,2,2,2,0.89284467
701100XXXX,5,6,,,2,1,3,0.780910713
702100XXXX,1,6,,,1,1,2,0.73717191
704100XXXX,1,6,,,2,2,1,2.078912965
706100XXXX,1,4,6,,1,1,2,1.046271204
709100XXXX,4,1,6,,2,1,3,0.658539292
711100XXXX,5,6,,,1,2,2,4.961144077
715100XXXX,1,3,6,,2,1,1,0.658539292
717100XXXX,1,6,,,1,1,3,1.224405533
719100XXXX,5,6,,,2,1,3,1.216138283
720100XXXX,5,4,6,,2,2,2,2.229634155
722100XXXX,1,6,,,2,1,3,1.359818904
724100XXXX,5,6,,,2,2,2,0.957575909
730100XXXX,5,6,,,2,2,3,0.490177886
735100XXXX,1,6,,,2,2,2,0.873082779
736100XXXX,1,3,2,4,1,2,3,1.504537537
737100XXXX,1,2,4,3,1,1,2,0.73464332
738100XXXX,5,6,,,1,1,2,1.237034968
743100XXXX,1,4,3,2,1,1,2,0.790616874
742100XXXX,1,6,,,1,1,2,1.224405533
744100XXXX,5,2,3,4,1,1,1,1.237034968
745100XXXX,5,1,6,,1,1,1,2.24982448
747100XXXX,1,6,,,1,1,1,1.444664692
748100XXXX,1,4,6,,1,1,2,0.789114218
749100XXXX,3,2,4,5,1,1,1,0.789114218
751100XXXX,4,1,2,3,1,1,1,0.789114218
758100XXXX,1,3,6,,1,2,1,1.211686063
761100XXXX,1,5,4,3,1,1,1,2.211200006
762100XXXX,1,4,6,,1,1,1,0.442303146
765100XXXX,1,2,4,3,1,1,2,0.442303146
767100XXXX,5,6,,,1,1,3,1.046271204
770100XXXX,1,6,,,1,1,3,0.789114218
